kepid,kepoi_name,kepler_name,koi_disposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_impact,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_teq,koi_insol,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smet,koi_sage,koi_snr,koi_fittype,ra,dec,koi_kepmag
5503661,K00280.01,,FALSE POSITIVE,0.019,1,0,1,0,43.64031,0.041118,-0.0060454,344.5323,0.621,5.8429,0.29214,-0.29214,583.92,46.71,-46.71,1.445,0.2283,-0.1738,0.23917,948.7,4.944,5815.1,186.5,-155.3,3.5,0.0283,-0.1398,0.9024,0.04512,-0.04512,0.9476,0.2384,4.164,6.28,LS+MCMC,288.690625,39.600697,15.633
3817372,K00338.01,Unknown,FALSE POSITIVE,0.367,1,1,0,1,1.09033,0.000551,-0.0003071,171.68394,0.524,4.481,0.22405,-0.22405,,12.47,-12.47,4.368,0.8195,-0.769,0.01856,1373.7,2.774,6051.7,199.0,-103.3,4.1494,0.1214,-0.104,1.6557,0.08279,-0.08279,1.5507,0.005,5.06,8.93,--,302.901414,43.019118,10.342
1430633,K00228.01,Unknown,False Positive,0.114,1,1,2,0,--,0.0037837,-0.0072536,256.11564,0.463,7.3044,0.36522,-0.36522,1032.7,82.62,-82.62,1.12,0.1628,-0.2237,0.08413,755.8,1.686,5743.2,183.9,-98.4,4.4021,0.0532,-0.0356,0.9009,0.04504,-0.04504,0.8924,-0.459,7.024,5.08,LS+MCMC,282.22557,36.380471,15.928
5552314,K00009.01,nan,FALSE POSITIVE,0.247,1,1,0,1,3.4717,0.0027967,-0.0014198,414.11787,,15.0,0.75,-0.75,147.7,11.82,-11.82,3.756,0.4562,-0.2407,0.04246,2269.4,18.583,5305.4,143.3,-78.6,,,-0.0148,0.8457,0.04228,-0.04228,0.7761,-0.3593,5.253,9.15,--,298.264829,46.623929,14.678
7466104,K01110.01,Kepler-1110 b,Confirmed,0.845,0,0,0,0,0.9097,,-0.0006066,412.08263,0.261,3.1879,0.1594,-0.1594,572.69,45.81,,8.656,0.8185,-1.572,0.02013,1199.0,1.089,5541.1,234.1,-155.8,4.5431,0.0487,-0.1355,1.0357,0.05179,-0.05179,1.1205,0.022,,5.85,MCMC,282.14238,37.305649,13.264
9743206,K01715.01,Kepler-1715 b,Yes,0.942,0,0,0,0,2.24016,0.000507,-0.0001622,345.40587,0.158,,0.1047,-0.1047,1519.98,121.6,-121.6,2.805,0.3525,-0.4828,0.03188,2325.6,423.448,5311.4,162.7,-103.3,4.905,0.1343,-0.0418,0.5195,0.02597,-0.02597,0.5844,0.2184,1.765,16.99,LS+MCMC,296.570686,38.351578,11.651
2129326,K01552.01,,FALSE POSITIVE,0.38,1,0,1,1,4.77942,0.0030748,-0.0029634,409.60133,0.904,3.5804,0.17902,-0.17902,341.89,,-27.35,4.797,0.795,-0.5754,0.05308,306.8,1.809,5404.1,73.4,-191.6,4.1403,,-0.1394,0.4736,0.02368,-0.02368,0.5356,-0.0135,4.857,10.57,ls,293.356509,40.587889,15.355
6907214,K00069.01,Kepler-69 b,CONFIRMED,0.961,0,0,0,0,3.61026,0.0028663,-0.0023518,474.57857,0.458,5.8449,0.29224,-0.29224,368.76,29.5,-29.5,3.265,0.178,-0.2995,0.04228,1085.5,2.366,5134.2,204.0,-95.2,4.3449,0.0262,-0.0656,1.1201,0.05601,,1.1745,0.5298,,,LS+MCMC,297.611174,36.793446,15.445
2398718,K01817.01,Kepler-1817 b,CONFIRMED,0.923,0,0,0,0,1.70498,0.0015202,-0.0009809,,0.151,9.8797,0.49398,-0.49398,208.1,16.65,-16.65,9.39,1.7571,-1.6939,0.02903,2358.1,18.395,6427.0,282.5,-58.0,3.9611,0.0805,-0.0529,1.1431,0.05715,-0.05715,1.233,0.3509,11.213,,ls,283.054627,48.953067,11.811
7978823,K01121.01,Unknown,CANDIDATE,0.689,0,0,0,0,1.20467,0.0005635,-0.0002199,423.95263,0.8,3.6018,0.18009,-0.18009,784.31,,-62.75,4.347,0.7418,-0.5213,,1108.8,2.242,5123.9,106.1,-101.2,4.326,0.0513,-0.0715,1.5583,0.07792,-0.07792,1.6283,-0.4846,3.915,unknown,LS,299.913949,51.369572,11.635
1537929,K01366.01,Kepler-1366 b,Confirmed,0.877,0,0,0,0,120.31076,0.0222403,-0.0240752,130.69581,0.939,3.2884,0.16442,-0.16442,617.35,49.39,-49.39,2.352,0.3049,-0.3145,0.42266,712.5,28.576,5593.1,146.7,-180.2,4.1431,0.0473,-0.0352,0.704,0.0352,-0.0352,0.7216,0.1793,5.414,85.86,LS+MCMC,286.969007,51.934029,15.776
8920797,K01146.01,Unknown,CANDIDATE,0.568,Y,0,0,0,40.10614,0.0248544,-0.0153257,417.40851,0.449,6.5753,0.32876,-0.32876,,16.71,-16.71,30.0,2.4736,-2.6452,0.22257,1812.0,1.953,5075.4,108.6,-176.0,4.7408,0.0166,-0.1162,1.8118,0.09059,-0.09059,1.6512,-0.0078,,,LS+MCMC,283.355792,36.07448,11.762
2039909,K01181.01,nan,CANDIDATE,0.787,0,0,0,0,9.10244,0.0020748,-0.0064611,459.10963,0.757,6.6145,0.33073,-0.33073,353.1,28.25,-28.25,6.45,0.7888,,0.09567,1924.4,1.962,5358.7,128.1,-242.6,4.2708,0.1267,-0.0629,0.9229,,-0.04614,0.9329,,2.171,10.89,MCMC,304.701728,44.649748,13.978
9066226,K01718.01,Unknown,FALSE POSITIVE,0.297,0,0,0,0,1.91899,,-0.0010966,498.62457,,4.9539,0.24769,-0.24769,64.1,5.13,-5.13,2.141,0.4097,,0.03036,,,5981.2,,,4.2779,0.1074,-0.0734,1.4697,0.07348,-0.07348,1.5199,0.1069,,3.17,LS+MCMC,298.988663,37.471143,11.481
6114908,K01586.01,Kepler-1586 b,CONFIRMED,0.915,0,0,0,0,none,0.0115471,-0.0010122,435.43107,0.071,10.2873,0.51436,-0.51436,415.43,33.23,-33.23,3.889,0.2819,-0.356,0.10764,1652.2,70.517,5815.3,230.5,-98.3,4.848,,-0.032,1.2311,0.06155,-0.06155,1.2904,0.1078,2.892,46.82,LS+MCMC,284.35715,40.145961,11.619
8447489,K00025.01,,FALSE POSITIVE,0.202,0,1,0,1,5.4687,0.0028271,,343.42869,0.713,9.3733,0.46866,-0.46866,513.27,41.06,-41.06,2.932,0.3044,-0.2404,0.06176,438.1,163.578,4533.8,268.9,-222.4,4.1132,0.0484,-0.0993,0.8287,0.04143,-0.04143,0.8183,-0.3852,8.967,3.1,mcmc,289.965198,40.477832,10.234
6223286,K00634.01,nan,FALSE POSITIVE,0.012,0,1,1,0,0.5,7.4e-06,-2.41e-05,457.8232,0.868,3.7581,0.18791,-0.18791,994.64,79.57,-79.57,3.085,0.3142,-0.2914,0.01138,1174.2,1.251,6173.2,95.7,-289.8,4.0117,,,,0.04191,,,-0.0106,2.893,23.81,LS,296.599285,46.901873,11.965
5709845,K00471.01,Kepler-471 b,CONFIRMED,0.907,0,0,0,0,1.56618,0.0002239,-0.0004983,180.47366,0.514,2.3077,0.11538,-0.11538,236.08,18.89,-18.89,2.363,0.3685,-0.2706,0.02433,2101.0,4.294,4912.7,90.5,,3.8262,,-0.1115,1.3021,0.0651,-0.0651,1.2658,-0.1612,1.755,30.3,ls+mcmc,301.188769,44.836401,11.079
2091587,K00558.01,Kepler-558 b,CONFIRMED,0.765,0,0,0,0,8.25002,0.0012192,-0.0077275,365.52404,0.303,9.0298,0.45149,-0.45149,614.37,,-49.15,1.245,0.2412,-0.1384,0.07125,1317.0,0.51,4856.6,223.8,-283.2,4.4368,,-0.0494,1.0806,0.05403,-0.05403,1.0893,-0.1468,11.379,34.18,ls+mcmc,299.367995,43.245519,10.588
1315239,K00294.01,nan,false positive,0.224,0,0,0,0,8.7262,0.0046411,-0.003153,386.18039,0.897,8.0462,0.40231,-0.40231,1095.5,87.64,-87.64,3.416,,-0.2384,0.09367,925.5,135.588,5545.9,189.0,-168.9,4.0304,0.0617,-0.0408,1.208,0.0604,-0.0604,1.2002,-0.2591,,7.17,--,288.179193,49.157734,14.647
9806685,K00773.01,Kepler-773 b,confirm,0.756,0,0,0,0,22.32791,0.0199133,-0.0176194,481.10636,,8.7143,0.43571,-0.43571,285.25,22.82,-22.82,5.166,0.6534,-0.4305,0.13827,2388.7,1.291,5423.6,242.4,-94.6,4.6968,0.0346,-0.1308,0.9823,0.04911,-0.04911,0.982,-0.3765,11.671,67.25,LS+MCMC,285.235941,47.732251,
6486205,K01796.01,Kepler-1796 b,Confirmed,0.827,0,0,0,0,31.92798,0.0293103,-0.0090669,151.95713,0.026,,0.21793,-0.21793,971.95,77.76,-77.76,,0.5126,-0.2994,0.19917,2371.3,41.147,6708.5,207.4,-151.9,4.6615,0.0898,-0.1145,1.3765,0.06883,-0.06883,1.4571,0.1405,5.095,28.83,LS+MCMC,292.74362,46.96242,12.724
9871994,K01263.01,Kepler-1263 b,CONFIRMED,0.827,0,0,0,0,51.60617,0.0304351,-0.000532,381.59437,0.623,7.1876,0.35938,-0.35938,,189.01,-189.01,,0.2308,-0.2512,,2196.7,77.253,4908.0,60.6,-87.3,4.2609,0.0349,-0.1013,0.6877,0.03438,,0.7419,0.1733,7.813,33.77,LS+MCMC,300.824486,45.596066,13.162
8169413,K01889.01,Unknown,False Positive,0.104,1,-1,1,1,7.52518,0.0037122,-0.0066036,281.20961,0.703,,0.65131,-0.65131,3814.18,305.13,-305.13,3.91,0.3222,-0.6061,0.08158,335.3,2.791,5836.7,297.1,-290.9,4.2997,0.0219,-0.0194,0.7084,0.03542,-0.03542,0.7652,0.0273,,8.46,mcmc,287.280241,51.705041,15.633
1860191,K01189.01,Kepler-1189 b,confirm,0.975,0,0,0,0,9.42302,0.002947,-0.007164,319.96843,0.644,4.8266,,-0.24133,1930.17,154.41,-154.41,4.424,0.7527,,,435.6,42.557,5924.5,,-129.2,4.2417,0.0149,-0.1475,0.9331,0.04666,-0.04666,0.9016,-0.2462,1.307,44.41,LS+MCMC,287.146474,44.40989,10.353
9046586,K01023.01,,Candidate,0.439,0,Y,0,0,,0.0101015,,319.45536,0.442,0.8651,0.04326,-0.04326,121.11,9.69,-9.69,6.282,0.3646,-0.345,0.20325,1553.7,2.395,4571.0,,-267.0,4.2991,0.0266,-0.106,1.3387,,-0.06694,1.3836,-0.2971,4.658,7.41,ls+mcmc,300.802653,49.191062,10.061
9867500,K00121.01,nan,cand,0.791,0,0,0,0,2.30755,0.0016614,-0.0005094,108.09975,0.152,5.7572,0.28786,-0.28786,381.73,30.54,-30.54,8.245,0.498,-1.2938,,1587.3,28.543,4568.9,279.9,,4.1415,0.1076,-0.0553,1.7564,0.08782,,1.5766,0.0253,,15.0,LS+MCMC,288.261055,48.880814,12.549
4903203,K00906.01,,CANDIDATE,0.397,0,0,0,0,265.58941,0.1673448,-0.1896394,387.48158,0.642,10.9947,0.54974,-0.54974,5642.16,451.37,-451.37,2.792,0.1422,-0.2886,0.91846,na,0.528,5987.4,256.3,-258.9,4.5487,0.0162,-0.1008,0.9441,0.0472,-0.0472,1.0423,0.4476,5.894,none,N/A,297.762425,44.466942,11.475
6343101,K01307.01,nan,FALSE POSITIVE,0.092,1,1,0,1,1.20727,0.0003287,-4.19e-05,191.89386,0.458,10.9481,0.5474,-0.5474,482.28,38.58,-38.58,6.924,0.4566,-1.3455,0.02265,2355.1,645.056,4370.1,283.6,-65.9,4.6093,0.1345,-0.0597,1.435,0.07175,-0.07175,1.3618,-0.3505,,4.05,mcmc,293.412869,48.958379,10.415
1694643,K01389.01,nan,CANDIDATE,0.584,0,0,0,0,0.69132,,-0.0004271,388.8933,0.798,6.352,,-0.3176,1017.57,,-81.41,4.196,0.7969,-0.4562,0.0169,,10.32,5440.1,227.1,-135.8,4.2514,0.1315,-0.1317,0.7629,0.03815,-0.03815,0.8163,0.1723,10.13,10.85,ls,285.715413,43.067056,15.965
5420030,K01335.01,Unknown,cand,0.532,0,0,Y,0,31.09325,0.0188238,-0.014029,290.0067,0.614,5.6525,0.28263,-0.28263,180.28,14.42,-14.42,2.104,0.3245,-0.4123,,258.3,1.294,4903.0,227.7,-131.9,4.3267,0.0689,-0.1164,1.3202,,-0.06601,1.268,0.7523,,10.28,LS+MCMC,302.259165,48.667217,11.142
2091241,K00511.01,Unknown,FALSE POSITIVE,0.252,0,1,1,1,0.55135,0.0003343,-3.54e-05,156.23165,0.822,6.0349,0.30174,-0.30174,219.22,17.54,-17.54,0.804,0.0443,-0.1103,0.0125,1371.3,23.681,5973.5,56.4,-226.7,4.6487,0.1086,-0.11,1.5317,0.07659,-0.07659,1.3386,-0.0853,8.468,22.09,MCMC,291.546884,51.505982,11.126
9065999,K00180.01,Kepler-180 b,confirmed,3.805,0,0,0,0,,0.0013149,-0.0053495,391.61505,0.049,2.1325,0.10663,-0.10663,,41.25,-41.25,N/A,0.0707,-0.0805,0.08109,932.6,1.421,5664.0,207.4,-197.0,4.3195,0.1145,-0.0545,1.2934,0.06467,-0.06467,,0.0497,2.88,14.85,MCMC,281.371723,49.115906,10.701
4915440,K01094.01,Unknown,fp,0.294,1,0,0,0,4.32001,0.0031674,-0.0027334,344.69516,0.62,192.612,0.16051,-0.16051,2193.5,175.48,,5.219,0.6072,,0.05874,607.4,13.857,5539.1,81.7,-89.1,4.1344,0.1447,-0.0529,0.9504,,-0.04752,0.9202,-0.3515,6.609,15.46,LS+MCMC,280.146539,49.318411,12.297
5911624,K01919.01,nan,FALSE_POSITIVE,0.387,1,0,1,0,24.55837,0.0018296,-0.0017089,455.63463,0.354,na,0.24729,-0.24729,342.58,27.41,-27.41,1.494,0.2093,-0.2322,,1267.7,14.57,6069.7,246.0,-73.1,4.4534,,-0.0373,1.0924,0.05462,-0.05462,1.0448,,4.044,143.87,ls,,37.604825,11.619
5391932,K01560.01,,CANDIDATE,0.791,0,0,0,0,6.54302,0.005596,-0.0027629,418.6385,0.708,6.6054,0.33027,-0.33027,1633.9,130.71,,15.417,2.5251,-3.0344,0.06956,1729.5,1.425,5178.0,101.1,-99.2,4.5408,0.1375,,0.8498,0.04249,-0.04249,0.9387,0.299,0.91,10.24,ls+mcmc,281.261239,47.918895,12.34
3399864,K01184.01,Unknown,CANDIDATE,0.58,0,0,0,0,6.23077,0.0034814,-0.0025574,101.4196,0.746,5.9917,0.29958,-0.29958,60.22,4.82,,6.811,1.2169,-0.4721,0.07251,2321.5,1.343,5359.4,141.7,-106.4,4.0503,0.0412,-0.1027,0.8535,0.04268,-0.04268,0.7847,0.1241,6.374,19.2,mcmc,286.439565,37.713364,
5912185,K00816.01,Unknown,FP,0.077,0,0,1,0,0.5,0.0004423,-0.0002275,488.88855,0.332,4.4533,0.22266,-0.22266,1372.7,109.82,-109.82,5.947,0.4726,-1.1873,0.01283,1836.9,3.308,6593.4,,,,0.0645,-0.0766,0.7267,,-0.03634,,0.1591,6.371,4.92,LS+MCMC,303.558011,50.74213,12.241
2515269,K01934.01,nan,FALSE POSITIVE,0.214,1,0,1,0,91.43916,0.056776,-0.0240065,475.38659,0.572,4.911,0.24555,-0.24555,988.1,79.05,-79.05,4.138,0.7201,-0.2172,0.42995, ,65.787,5642.9,265.7,-79.0,4.4273,0.1303,-0.033,1.8002,,-0.09001,1.6659,0.4715,7.602,14.68,ls+mcmc,288.91027,48.349536,14.353
8502213,K00864.01,Unknown,false positive,0.381,1,1,1,0,13.44816,,-0.0018168,371.41681,0.747,4.3096,0.21548,,1373.22,109.86,-109.86,2.59,0.5121,-0.2643,0.09733,340.4,3.405,5240.6,165.6,-234.7,4.6144,,,,0.05378,-0.05378,1.1679,,4.369,14.15,N/A,289.997736,42.072157,10.863
6240504,K01083.01,,FALSE POSITIVE,0.019,1,1,1,0,5.33994,0.0001833,-0.0010995,112.29087,,6.8736,0.34368,-0.34368,5028.32,402.27,-402.27,1.54,0.1616,-0.1846,0.0612,1935.4,3.735,6067.2,294.7,,4.7334,0.0394,-0.0587,0.8983,0.04492,-0.04492,0.9158,-0.0318,3.596,9.69,--,293.422319,43.841201,11.323
7905033,K01209.01,Kepler-1209 b,CONFIRMED,0.867,0,0,0,0,,0.0051853,-0.0042713,275.9074,0.395,8.5095,,-0.42548,196.61,15.73,-15.73,,0.4976,-0.2573,,1144.8,1.379,4518.6,82.2,-229.6,4.5757,0.0669,-0.0181,1.6028,0.08014,-0.08014,1.4234,10.9032,1.344,17.7,MCMC,280.93944,38.854013,12.429
9230000,K01981.01,Kepler-1981 b,confirm,0.831,0,0,0,Y,4.34567,0.001306,-0.0006523,389.67698,0.297,4.1929,0.20965,-0.20965,,27.9,-27.9,3.086,0.1901,-0.5949,0.05165,904.2,4.892,4784.1,105.7,-201.2,,0.071,-0.1411,1.1541,0.05771,-0.05771,1.1045,0.0148,1.183,11.89,MCMC,303.944459,36.408101,11.524
9628418,K01290.01,Kepler-1290 b,CONFIRMED,0.926,0,0,0,0,11.24433,0.0074383,-0.0034556,110.53548,0.069,15.0,0.75,-0.75,188.46,15.08,-15.08,2.115,0.3471,,0.10992,429.7,26.95,5393.5,208.6,-75.1,4.6252,0.0377,-0.1105,1.7087,0.08543,-0.08543,1.6241,0.2463,5.792,9.88,MCMC,286.150117,43.531274,13.135
3192266,K01739.01,Unknown,FP,0.078,1,0,0,1,2.50849,0.0017659,,194.99068,0.168,8.3162,0.41581,-0.41581,108.56,8.69,-8.69,4.979,0.3656,-0.8739,0.03755,1095.7,2.179,5348.0,85.2,-75.6,4.4937,0.0291,-0.0342,1.3084,,-0.06542,1.1587,0.3546,3.228,15.72,LS+MCMC,304.668407,49.207964,10.552
3827535,K01771.01,Unknown,false positive,0.11,0,1,0,0,6.67977,0.003211,-0.0013996,331.42402,0.204,3.3115,0.16557,-0.16557,189.65,15.17,-15.17,2.17,0.2568,-0.124,0.07071,897.7,,5967.5,291.7,-91.7,4.5068,0.0542,-0.0912,1.1332,0.05666,-0.05666,1.0878,0.1674,5.323,6.66,ls+mcmc,293.229855,48.381499,12.622
5074205,K00381.01,Kepler-381 b,confirm,0.7,0,0,0,0,9.40428,0.0038958,-0.0020103,,0.956,3.8898,0.19449,-0.19449,,11.32,-11.32,,0.166,-0.1922,0.08746,,,5384.7,50.9,-137.1,4.7168,0.1376,-0.066,1.5462,0.07731,,,0.4103,9.606,43.43,ls,289.290211,41.673665,12.589
6462750,K00605.01,Kepler-605 b,CONFIRMED,0.903,0,0,0,0,,0.0009157,-0.0018873,415.97309,0.806,3.2688,0.16344,-0.16344,843.75,67.5,-67.5,5.888,0.7722,-1.1363,0.04843,289.6,31.223,4655.2,144.1,-67.2,4.7188,,-0.1352,0.511,0.02555,-0.02555,0.5405,0.2589,,56.55,LS+MCMC,301.393585,40.595843,11.384
6804905,K01635.01,Unknown,CANDIDATE,0.418,0,0,0,0,28.08081,0.0080323,-0.0035873,214.26347,0.226,6.2836,0.31418,-0.31418,none,56.82,-56.82,5.997,1.0137,-0.8986,0.18399,809.0,0.343,5131.1,285.8,,,0.0263,-0.0367,,0.06606,-0.06606,1.3463,-0.0758,2.415,12.45,LS+MCMC,285.448708,43.1177,
4096155,K01735.01,Kepler-1735 b,CONFIRMED,0.856,0,0,0,0,5.03624,0.003351,,481.14781,0.651,3.4504,0.17252,-0.17252,641.77,51.34,-51.34,N/A,0.9773,-0.686,0.05066,2498.9,3.32,4989.5,135.8,-283.7,4.7028,0.0419,-0.1124,1.027,,-0.05135,1.0819,,11.521,66.12,MCMC,282.47531,50.907892,11.83
1295545,K00551.01,Unknown,FALSE POSITIVE,0.039,1,1,0,1,2.31594,0.0008241,-0.0020025,317.87524,0.954,3.9116,0.19558,-0.19558,132.43,,-10.59,none,,-0.211,0.03243,1382.8,16.716,4930.7,,-210.6,4.7667,0.0119,-0.1262,1.0941,,-0.05471,1.149,,2.477,8.36,N/A,291.795289,45.673577,12.619
4826438,K01172.01,Unknown,CANDIDATE,0.638,0,0,0,0,8.72938,0.0081609,-0.0004808,212.96173,0.068,336.7671,0.28064,-0.28064,2388.71,191.1,,5.788,0.7151,-0.9879,0.08797,711.6,1.308,4796.0,149.2,-214.2,,0.1056,-0.0651,0.7952,0.03976,-0.03976,0.7346,-0.239,6.635,49.67,LS+MCMC,303.37287,46.40492,15.8
7655873,K00252.01,,fp,0.28,0,0,0,0,39.56025,0.0178123,-0.024733,107.03597,0.304,12.2803,0.61401,-0.61401,3384.52,270.76,-270.76,6.962,0.3683,-0.8933,0.22272,684.4,132.934,?,54.5,-160.1,4.2285,0.0593,-0.1182,0.9324,0.04662,,1.0094,-0.1329,2.03,24.87,LS+MCMC,283.490534,38.760871,14.49
5950701,K01848.01,Kepler-1848 b,confirmed,0.788,0,0,0,0,2.16176,0.0005597,-0.002064,291.74092,0.331,3.024,0.1512,-0.1512,515.81,41.26,-41.26,136.49,1.3193,-1.1477,0.03387,477.3,26.112,6189.1,154.5,-267.6,4.949,0.0981,,1.4692,0.07346,,1.4835,-0.2839,4.069,38.64,LS+MCMC,302.279638,36.581143,10.556
8106101,K01500.01,Unknown,CAND,0.569,0,0,0,0,74.01259,0.0081115,-0.0423595,169.62565,0.096, ,0.75,-0.75,229.53,18.36,-18.36,3.941,0.5684,-0.7738,0.34192,1527.7,54.336,6177.4,181.5,-174.6,4.1672,0.0609,-0.0536,0.9988,0.04994,-0.04994,0.9071,-0.3602,6.607,7.55,LS+MCMC,294.509644,47.426701,12.441
1023150,K00213.01,Unknown,FALSE POSITIVE,0.4,0,0,1,0,-1.1464,0.0003136,,132.01653,,6.8573,0.34286,-0.34286,109.18,8.73,,5.369,0.8261,-0.3522,0.02449,1913.1,816.529,5554.9,,-224.9,4.112,0.0482,-0.0437,1.0355,0.05178,-0.05178,1.0336,-0.0279,11.014,4.81,MCMC,292.451719,50.312954,11.434
2116520,K01465.01,Unknown,CANDIDATE,0.739,0,0,0,0,12.78268,0.0046435,-0.0055443,149.66407,0.594,5.1027,0.25514,-0.25514,1151.33,92.11,-92.11,24.578,2.2566,-1.5208,,1950.3,7.462,4489.6,292.2,-74.1,3.9625,0.0547,-0.0912,0.8966,0.04483,-0.04483,0.9216,-0.2249,8.225,3.0,LS+MCMC,280.923666,47.523036,12.489
1982542,K01698.01,Kepler-1698 b,Confirmed,0.883,0,0,0,0,166.06593,0.021514,-0.053466,193.5471,0.566,4.0637,0.20319,-0.20319,264.12,21.13,-21.13,1.931,0.3043,-0.156,0.54072,270.2,1.776,5105.3,59.1,-158.4,4.1612,0.0384,,1.0854,,-0.05427,1.0235,-0.1653,1.358,51.01,LS+MCMC,296.928418,46.262472,14.092
4412577,K01859.01,Unknown,CANDIDATE,0.756,0,0,0,0,7.01012,0.0058674,-0.0006669,404.21288,0.573,130.8391,0.10903,-0.10903,539.51,43.16,,3.025,0.3706,-0.389,0.07908,506.5,160.231,4047.4,210.7,-83.8,4.6419,0.0106,-0.0453,0.9469,0.04734,-0.04734,0.9499,18.9029,4.574,11.62,mcmc,300.935632,40.656636,12.73
5367713,K00331.01,nan,FALSE POSITIVE,0.016,1,0,0,1,2.54163,0.0023538,-0.0010131,391.7776,0.585,7.0313,0.35157,-0.35157,373.81,29.9,-29.9,1.381,0.1649,,0.0348,643.8,1.803,6765.8,108.7,-286.6,4.1432,0.0654,-0.1236,,0.09006,-0.09006,,-0.0301,4.329,27.48,N/A,302.50978,37.536914,15.757
1836102,K00433.01,nan,false_positive,4.249,1,1,1,1,3.22275,0.0027323,-0.0013043,229.8469,0.184,3.6404,0.18202,-0.18202,unknown,152.35,-152.35,3.679,0.4195,-0.6703,0.04139,,6.438,5720.2,198.1,-174.1,4.445,0.0197,-0.0515,1.4217,0.07109,-0.07109,1.4267,-0.1131,11.438,14.43,LS+MCMC,294.773777,44.954884,15.999
3167559,K00277.01,,FALSE_POSITIVE,0.165,1,0,1,0,--,0.0172545,-0.0136396,325.56978,0.613,4.6154,,-0.23077,4234.65,338.77,-338.77,1.949,0.117,-0.3595,0.13736,1588.1,286.905,4969.0,145.6,-254.9,4.0437,0.108,-0.1353,1.1043,0.05521,-0.05521,1.1961,-0.1086,7.429,5.16,mcmc,289.935927,36.579518,14.418
3378228,K01772.01,,fp,0.244,0,0,1,1,1.47404,0.0005051,-0.0002197,285.17493,0.246,6.528,0.3264,-0.3264,517.65,,-41.41,2.509,0.3776,-0.3232,0.02366,1013.3,49.569,5069.5,238.0,-129.0,3.9759,0.0686,-0.0671,0.946,0.0473,-0.0473,0.9926,0.0398,,6.86,mcmc,282.313659,50.759541,10.365
9636794,K01336.01,,FALSE_POSITIVE,0.351,1,0,0,0,19.99172,0.0021937,,255.38546,0.07,4.3355,0.21677,-0.21677,292.63,23.41,-23.41,16.249,0.9075,-1.6458,0.12298,221.9,13.863,6275.7,135.0,-176.2,4.3018,0.1234,-0.1242,1.0509,0.05255,-0.05255,1.073,0.0282,5.223,11.0,LS,281.02916,51.67787,
6725548,K01613.01,nan,FALSE POSITIVE,0.156,1,1,1,1,7.04226,0.0043934,-0.0005679,395.42282,0.457,na,0.24152,-0.24152,2936.45,234.92,-234.92,3.025,0.1958,-0.2211,0.08261,977.0,45.956,unknown,296.4,-149.8,4.4223,0.1445,,0.7052,0.03526,-0.03526,0.7906,-0.1721,11.772,14.51,mcmc,297.740907,46.91961,12.695
2163804,K00292.01,Kepler-292 b,CONFIRMED,0.798,0,0,0,0,,0.0029411,-0.0040219,338.78411,0.088,5.193,0.25965,-0.25965,1616.71,129.34,-129.34,12.97,1.2049,-1.8094,0.05708,2276.2,31.528,5564.4,259.0,-65.1,4.5103,0.1458,-0.0221,1.7297,0.08649,-0.08649,1.4852,-0.238,7.934,46.83,LS+MCMC,297.279144,40.86899,11.705
3644305,K00902.01,Kepler-902 b,CONFIRM,0.95,0,0,0,0,7.50512,0.0060937,-0.0006491,335.10739,0.415,3.337,0.16685,-0.16685,118.21,9.46,-9.46,2.196,0.1385,-0.2025,0.0735,2165.4,0.27,5556.4,285.8,-214.1,4.3596,0.1113,-0.0442,0.927,0.04635,-0.04635,0.9605,-0.2992,4.13,69.59,LS,292.910504,50.837498,13.098
5630317,K00449.01,nan,FALSE POSITIVE,0.297,1,1,0,0,1.09809,0.0008436,-0.000858,165.16644,0.983,3.5304,0.17652,-0.17652,50.0,4.0,-4.0,4.688,0.6917,-0.2817,0.0196,382.7,49.505,6182.9,247.6,-176.2,4.4983,0.1042,-0.1369,0.6844,0.03422,-0.03422,0.6985,-0.1504,11.802,17.88,LS+MCMC,280.945422,48.533394,11.28
5471779,K01990.01,,fp,0.155,1,0,0,1,,0.0001896,,497.97999,0.381,4.5359,0.22679,-0.22679,1003.19,80.26,-80.26,1.741,0.1265,-0.1666,0.01151,1380.8,30.707,7206.9,242.5,,4.0763,0.0785,-0.1451,0.8553,0.04277,-0.04277,0.8489,-0.0974,2.598,3.18,LS,301.945492,44.978085,14.726
6261705,K01687.01,nan,Maybe,0.576,0,0,0,0,287.67535,0.2129114,-0.04292,145.8725,0.084,,0.39274,-0.39274,420.95,33.68,-33.68,2.619,0.2258,,0.87192,250.2,39.681,5687.3,131.9,-193.7,4.8211,0.0993,-0.0276,1.1876,,-0.05938,1.1541,-0.2573,8.179,,LS,300.988379,42.250168,15.496
